Thickness,Temp1In,Temp1Out,Temp2In,Temp2Out,Fluid1,Fluid2,Q,Qr,Lmtd,Theta1,Theta2,m1,m2,dP1,dP2,V1In,V2In,A,M,Ae,Me,NP
0.39999998,62,71,76,67.463142,36,33,679.46576,339.73285,5.2281528,1.7214494,1.632863,37.972,39.703999,12.979448,15.521728,1.2419467,1.3021492,185.38,0,184.14,0,299
0.39999998,47,56,63,50.78463,15,11,1578.5999,1578.5999,5.2285666,1.721313,2.3362751,41.811001,31.4,84.784142,49.986534,5.4003744,4.1785488,46.559998,14.999999,46.079998,14.913413,194
0.39999998,41,33,30,32.641335,44,37,230.09235,230.09235,5.2295656,1.5297638,0.50507724,15.173,46.391998,19.862684,91.62133,0.97608471,2.9702923,188.48001,21,187.24001,20.505875,304
0.39999998,63,39,30,60.303478,42,1,1306.1139,435.37128,5.2299657,4.5889401,5.7942023,28.059,10.322,20.999577,0.53838789,1.3705361,0.44609535,179,3,178,3.0806935,358
0.39999998,76,35,30,70.532791,39,12,848.5824,424.2912,5.2301269,7.8391981,7.7498679,10.594,5.066,68.972519,2.58518,0.78175199,0.32086694,151,7,150,6.8067641,302
0.39999998,78,83,88,83.469147,21,36,431.87894,215.93947,5.2310677,0.95582783,0.86614311,41.261002,46.528999,22.936768,8.3337994,1.2971637,1.5359348,230.64001,24,229.40001,23.778545,372
0.39999998,52,19,15,45.307976,2001,1,2020.3326,2020.3326,5.2310705,6.3084602,5.793838,15.698,15.935,41.182941,18.637516,0.80756819,0.91201788,256.06,0,254.82001,0,413
0.39999998,70,80,85,75.469177,16,35,674.49359,674.49359,5.2310824,1.9116502,1.82196,32.220001,34.839001,18.257996,22.993101,2.0258656,2.2963741,333.56,17,332.32001,16.985735,538
0.39999998,61,70,79,63.698029,19,37,366.00696,366.00696,5.2311401,1.7204663,2.9251695,20.282,11.939,96.551445,25.257416,2.9445994,1.7648839,196,4,195,3.8536198,392
0.39999998,36,53,59,40.531693,44,9,1554.9783,777.48907,5.2315497,3.2495151,3.530179,47.661999,43.498001,38.571236,45.737827,0.28348672,0.25958559,583.27997,0,575.91998,0.012324048,317
0.39999998,57,75,80,62.470409,2002,39,222.65173,222.65173,5.2316804,3.440577,3.3506615,3.1589999,6.3410001,2.6576681,20.796141,0.16984589,0.41683027,63.240002,0,62,-0.003216335,102
0.39999998,66,84,89,71.471687,16,18,1407.2799,703.63995,5.2323008,3.4401693,3.3500202,37.347,38.979,52.045494,84.904938,2.6417596,2.8972738,274,3,273,2.9815049,548
0.39999998,79,61,51,76.707947,18,23,1416.9484,354.23709,5.2323351,3.4401467,4.9132838,38.938999,26.329,88.842224,61.072872,0.63821959,0.41386569,303.79999,5,302.56,5.3113451,490
0.39999998,53,35,30,47.526711,39,14,671.75,671.75,5.233078,3.4396582,3.3492165,19.462,9.1379995,93.608894,5.1828585,2.8360507,1.1770248,179,10,178,9.6486349,358
0.39999998,77,53,50,68.631195,19,44,736.3656,245.4552,5.2332697,4.5860429,3.5601442,15.314,20.107,94.622124,46.218086,0.74487382,0.98517513,190,5,189,4.9994316,380
0.39999998,64,86,90,70.697838,17,140,1770.3007,1770.3005,5.2335367,4.2036581,3.6881678,38.438999,22.110001,82.544266,14.336514,5.4380054,2.9189885,263.5,0,262.5,-0.00412953,527
0.39999998,74,69,62,70.207344,36,42,363.18811,363.18811,5.2335443,0.95537549,1.5682191,36.248001,22.271,46.481529,24.581327,2.3750157,1.456198,126.48,0,125.24,-0.000431232,204
0.39999998,71,61,57,64.301674,36,2001,691.86609,691.86609,5.2337437,1.9106783,1.3951149,34.826,24.296,56.977352,21.650717,5.1257286,2.8122387,204,32,203,31.888241,408
0.39999998,69,58,52,64.463852,21,37,1068.2872,178.0479,5.2340007,2.1016428,2.3813241,46.391998,43.68,13.993262,2.164356,0.48615739,0.47450364,334.79999,10,333.56,10.045559,540
0.39999998,65,38,30,61.806259,43,37,2243.2986,747.76611,5.234159,5.158422,6.0766706,42.803001,36.667,30.973497,31.30286,0.33488223,0.28636962,728.16003,0,716.32001,0,492
0.39999998,81,76,69,77.205544,18,20,330.25427,330.25427,5.2346601,0.95517182,1.5675409,32.172001,19.226,77.834732,86.604637,2.1124625,1.2088543,240.56001,5,239.32001,5.0729289,388
0.39999998,70,54,50,63.299324,19,41,475.15967,237.57982,5.2347403,3.0565031,2.5405891,14.904,18.254,66.261131,41.093952,0.48084575,0.59450692,212.04001,0,210.8,0.007259997,342
0.39999998,68,80,86,72.537552,19,16,629.31049,629.31049,5.2347727,2.2923632,2.5717349,25.754,22.33,73.406349,30.640871,3.7662244,3.1590486,267.5,0,266.5,-0.003050241,535
0.39999998,55,67,72,60.477451,2002,140,1483.7023,1483.7021,5.2350974,2.2922211,2.201019,31.655001,31.371,47.498451,49.461109,1.6955101,1.8189951,70.68,21,69.440002,21.005684,114
0.39999998,48,43,37,43.459766,9,140,77.986275,77.986275,5.2362475,0.95488226,1.2336633,8.1140003,2.971,76.379898,2.8898454,4.7163477,1.528776,15.750001,0,15.450001,0.000246765,105
0.39999998,71,64,58,66.459435,36,43,524.87524,524.87524,5.2364302,1.3367885,1.6154965,37.653999,31.419001,61.54538,44.748123,2.4630916,2.0501156,189.72,13,188.48,13.034044,306
0.39999998,70,62,57,64.516747,36,14,432.89606,432.89606,5.2379117,1.5273262,1.4350655,27.238001,13.74,29.24131,2.1527593,1.7807647,0.79209012,117.18,0,115.94,-0.001578474,189
0.39999998,43,33,30,34.616074,43,44,72.929604,36.464802,5.2387905,1.9088376,0.88113344,3.8410001,8.3999996,70.540001,20.10491,1.1131746,2.4229033,24.75,0,24.450001,0.006234,165
0.39999998,76,86,90,82.711823,18,37,494.55374,494.55374,5.2394657,1.9085915,1.3910154,23.978001,33.091999,38.537273,48.48922,1.5805286,2.1871011,176.08,0,174.84,0.000919494,284
0.39999998,68,44,38,63.453823,9,15,1820.8091,606.9364,5.2395153,4.5805764,4.8580494,38.801998,17.049999,41.526356,1.4768037,0.84466988,0.32731733,248.62001,0,247.38,0.000615441,401
0.39999998,56,74,79,61.486694,39,9,1337.1821,1337.182,5.2395802,3.4353898,3.3425016,37.452999,38.176998,26.306692,30.077267,0.88342881,0.90296298,697.5,0,694.5,0.006347949,465
0.39999998,53,70,82,54.671391,19,9,797.05518,265.68506,5.2396226,3.2445085,5.2157593,23.551001,14.627,88.289574,24.323366,1.1397341,0.72191983,246,0,245,0.004152239,492
0.39999998,68,76,80,74.717201,39,37,325.83389,325.83389,5.241745,1.5262094,1.0078321,20.309,30.499001,10.956652,18.617123,1.3321251,2.004874,163.68001,0,162.44,-0.002102857,264
0.39999998,43,70,76,47.550335,9,35,1691.3669,845.68347,5.2418003,5.1509023,5.4274607,32.013,30.127001,48.906891,33.619659,0.37673,0.35570085,622.5,1,616.5,0.98306251,415
0.39999998,64,71,76,69.493156,41,21,545.72858,272.86429,5.242713,1.3351866,1.2411214,39.150002,40.063999,18.091799,63.913326,1.2804755,1.2595325,225.68001,3,224.44,3.0302846,364
0.39999998,62,53,50,53.60326,20,12,571.77454,114.35491,5.2434669,1.7164216,0.68719041,30.348,38.375,15.486844,1.1058148,0.85867274,0.96595299,104.4,0,103.92,-0.005718516,435
0.39999998,75,53,50,66.602356,18,15,2038.6077,2038.6075,5.2437968,4.1954331,3.1660945,46.334999,29.271,69.440063,5.3371181,0.55626202,0.31009275,953.12,0,945.76001,0,518
0.39999998,55,86,90,61.723854,22,37,2764.739,307.19321,5.2445636,5.9108825,5.3915157,42.603001,48.462002,44.928959,5.7608728,0.29763412,0.35588092,342.23999,1,341,0.99338126,552
0.39999998,34,58,66,37.20879,1,39,643.58313,643.58307,5.2446198,4.576118,5.489666,6.4229999,11.514,6.8660731,78.981812,0.36970305,0.75110781,200.88,10,199.64,9.3429728,324
0.39999998,74,84,89,79.499008,17,39,691.72223,691.72223,5.2455487,1.9063783,1.8112484,33.042999,35.619999,24.765352,26.978411,2.0776124,2.3529162,286.44,6,285.20001,5.9824462,462
0.39999998,59,53,50,50.595516,17,3,56.484127,56.484127,5.2462921,1.1436648,0.11351183,4.4970002,22.566,64.294838,42.918621,0.63619536,2.9146121,14.879999,1,14.4,1.0051403,62
0.39999998,64,76,80,70.729538,140,15,596.84998,596.84998,5.2469711,2.2870338,1.7668216,12.088,15.338,11.78073,16.806322,1.5808741,2.0043979,21.599998,0,21.119999,-0.001145287,90
0.39999998,62,24,18,57.438614,42,37,1913.4111,637.80377,5.24787,7.2410331,7.5151658,26.302,25.563999,33.217121,45.304195,0.20544088,0.19917195,739.5,0,733.5,0.000600972,493
0.39999998,65,76,80,71.731827,43,42,761.73401,761.73395,5.2479401,2.0960605,1.5755084,34.611,45.661999,60.705414,87.482613,5.1080265,6.7536564,173.5,0,172.5,0,347
0.39999998,74,63,57,69.438354,36,15,642.4502,642.45013,5.2480121,2.0960317,2.3701079,29.283001,12.312,30.289766,2.3126886,1.9186599,0.7111097,149.42001,0,148.18001,-0.003364887,241
0.39999998,57,44,38,52.436935,33,39,939.82007,939.82007,5.2487912,2.4767606,2.7505257,37.304001,33.881001,60.672508,48.188572,0.87170619,0.7897073,531.32001,0,525.40002,0.002866967,359
0.39999998,58,52,38,56.771347,43,33,206.1647,206.1647,5.2489181,1.1430928,3.5762317,17.601999,5.6960001,77.837105,31.313068,2.572161,0.83178192,108,0,107,-0.018762104,216
0.39999998,69,75,81,73.564934,21,17,64.359497,64.359489,5.2498174,1.1428969,1.4162524,5.1240001,4.1350002,40.061321,6.4776354,0.32217672,0.25999236,60.760002,0,59.52,-0.001036381,98
0.39999998,66,60,57,57.584503,36,11,110.05583,110.05583,5.2503085,1.14279,0.11132739,9.2770004,45.75,62.73563,53.388561,1.3616521,6.0736852,22.66,0,22.219999,0.000896854,103
0.39999998,63,70,76,67.566055,36,36,373.96182,373.96182,5.250433,1.3332233,1.6063331,26.870001,22.117001,27.35503,21.43515,1.7567055,1.450717,149.42001,0,148.18001,0.000376118,241
0.39999998,51,75,80,56.509285,39,33,1337.9426,222.99045,5.2505264,4.5709701,4.4739733,28.195,28.568001,5.6764159,6.762681,0.69314325,0.70422697,264.5,0,263.5,-7.61E-05,529
0.39999998,48,24,18,43.4324,3,35,769.42114,384.71057,5.2512808,4.5703135,4.8430853,7.651,16.128,0.39004394,32.456501,0.49359074,1.1688141,209,0,208,0.009590335,418
0.39999998,72,61,51,69.685944,19,23,405.33206,202.66603,5.2514567,2.0946569,3.5582399,18.344,10.362,19.626301,10.430906,1.3335426,0.73296154,242.5,0,241.5,0.000278243,485
0.39999998,78,69,63,73.430862,18,22,892.28326,446.1416,5.2521243,1.7135923,1.9860274,48.733002,40.862999,14.152453,60.713242,0.57465798,0.46247452,532.5,0,529.5,0.005998633,355
0.39999998,50,73,78,55.512737,41,35,1150.2058,575.10291,5.2521982,4.3791189,4.2814956,25.353001,25.716,57.85574,59.728577,1.8677852,1.8997018,213,1,212,0.9969126,426
0.39999998,63,86,90,69.742256,18,1,798.43744,798.43744,5.2523556,4.3789878,3.8568873,17.031,9.4180002,74.926941,7.3624635,1.1226116,0.55205309,274.03998,25,272.79999,25.017048,442
0.39999998,74,20,15,68.486855,2001,35,4031.0947,1007.7737,5.2523956,10.281023,10.183326,19.141001,39.449001,7.5948415,66.212006,0.088622101,0.23192576,861,0,852,0.00280424,574
0.39999998,61,54,50,54.257324,17,22,295.36203,98.45401,5.252533,1.3326904,0.81052786,20.156,33.140999,53.898735,43.940071,0.422443,0.6945914,370.75998,94,369.51999,92.784019,598
0.39999998,77,83,88,82.513672,19,42,225.93591,225.93591,5.2526503,1.1422805,1.0444876,18.291,20.117001,38.584484,26.087055,1.1914195,1.3281353,89.279999,0,88.040001,0.000219033,144
0.39999998,57,64,69,62.514584,21,22,575.29358,143.82339,5.2530918,1.3325486,1.2345903,39.258999,42.374001,16.916073,22.955647,0.6171124,0.66607714,364.56,52,363.32001,51.981915,588
0.39999998,48,19,15,41.255322,2,2001,3403.2256,1701.6128,5.2533808,5.5202546,4.9977951,27.948,33.236,8.2523718,30.971754,1.8090868,1.9235176,224,9,223,8.9264946,448
0.39999998,73,60,57,64.575012,36,1,1079.8229,1079.8228,5.2537689,2.4744141,1.4418244,41.778,34.150002,64.813972,21.118078,2.7358525,1.9721067,212.04001,9,210.8,8.9163485,342
0.39999998,56,69,74,61.516666,1,9,948.41974,948.41974,5.2540998,2.4742582,2.3759224,17.475,38.137001,8.6464806,82.459236,1.011517,2.4987855,166.16,0,164.92,0.000390077,268
0.39999998,40,34,30,33.250618,43,2001,464.08197,464.08197,5.2553711,1.1416891,0.61853254,40.804001,36.606998,90.488953,43.092339,2.6234524,1.883211,132.68001,18,131.44,17.914038,214
0.39999998,66,60,52,62.775421,1,22,191.62398,191.62398,5.2555747,1.1416448,2.0502841,7.6500001,8.4949999,0.31991696,24.951492,0.44210288,0.53413177,341,81,339.76001,79.218193,550
0.39999998,63,71,78,66.82869,36,43,367.99728,367.99725,5.2558432,1.5221155,2.1255031,23.118,16.415001,52.954067,27.686716,1.5122365,1.07788,126.48,0,125.24,-0.000283398,204
0.39999998,68,45,35,65.680794,33,35,1153.7874,576.89368,5.2559214,4.3760166,5.8373771,25.636,19.41,29.018007,18.995184,0.30135402,0.22787556,559.44,0,550.56,-0.031722832,378
0.39999998,43,76,80,49.751415,44,140,832.02625,416.01312,5.2562313,6.2782626,5.7548046,12.823,6.7030001,9.4575424,0.41530582,0.94623423,0.43943006,195.5,0,194.5,-0.009094027,391
0.39999998,61,74,79,66.521942,44,1,1251.894,1251.894,5.2566528,2.4730566,2.373765,48.359001,24.004999,98.86866,12.289632,7.1292243,3.1441963,162,7,161,6.976768,324
0.39999998,74,67,61,69.422493,20,23,509.2196,254.60979,5.2567148,1.3316301,1.6022351,34.75,28.881001,61.94149,25.666019,2.4580595,2.0429127,254,13,253,12.999865,508
0.39999998,47,37,30,43.168736,44,23,829.77972,207.44493,5.2574339,1.9020686,2.5047839,43.415001,30.1,6.525219,19.225111,0.70059043,0.47314206,321.16,0,319.92001,0.002030634,518
0.39999998,74,84,89,79.525162,22,2001,659.29541,329.64771,5.2582107,1.9017876,1.801913,31.493999,17.841999,43.457756,3.1085002,0.99010867,0.45893204,252.34001,0,251.10001,0.006165306,407
0.39999998,45,58,63,50.525192,140,39,654.53296,654.53296,5.2582254,2.472317,2.3724368,12.354,26.802,1.6750867,23.300241,0.71089262,1.7455175,190.34001,0,189.10001,0.001218782,307
0.39999998,45,32,22,42.678062,3,12,1087.6443,1087.6443,5.2582874,2.4722879,3.932471,19.955999,12.817,37.240086,20.146383,1.1430675,0.71396387,47.120003,0,45.880001,-0.003635312,76
0.39999998,60,77,82,65.52552,17,20,1307.5315,326.88287,5.2583842,3.2329323,3.1329927,36.741001,37.912998,22.19664,79.919838,0.57753199,0.5959546,331.69998,0,330.45999,0,535
0.39999998,41,31,24,37.167107,37,11,514.32556,514.32556,5.2584395,1.9017049,2.5039949,27.177999,9.4910002,33.889721,0.75646794,1.7483708,0.55502421,253.58,0,252.34,-0.002942034,409
0.39999998,68,74,79,73.525665,36,41,430.1741,430.17407,5.2584543,1.1410197,1.041054,35.806,38.923,42.686123,44.174435,2.3460553,2.5572426,135.16,0,133.92,9.03E-05,218
0.39999998,60,70,76,64.581543,36,18,399.79355,399.79355,5.2589273,1.9015285,2.171252,20.156,17.311001,90.25322,97.229324,2.9649556,2.547755,139.5,8,138.5,7.8093181,279
0.39999998,47,36,30,42.417629,39,2001,636.06329,636.06329,5.2593813,2.0915008,2.3610437,30.278999,13.134,94.714241,14.982559,4.3975263,1.5202479,233,14,232,13.936234,466
0.39999998,71,44,37,67.164642,33,15,1191.6724,397.22412,5.2599611,5.1331177,5.7347651,22.518999,9.4160004,11.936355,0.21800509,1.1047902,0.4074297,241,0,240,-0.007441956,482
0.39999998,71,49,42,67.16404,3,3,2466.811,2466.811,5.2603335,4.1822443,4.7837348,26.621,23.301001,55.392162,44.440678,3.4706547,3.0319629,65,5,64,5.0305114,130
0.39999998,68,74,79,73.529778,36,9,366.03122,366.03122,5.2604432,1.1405883,1.0398786,30.466999,33.144001,16.394547,18.983564,1.996237,2.1775622,203.36,11,202.12,11.00662,328
0.39999998,71,63,57,66.415077,36,9,325.94131,325.94128,5.2607799,1.5206871,1.7896733,20.476,17.545,54.864174,53.126171,1.3394133,1.1447978,109.74,0,108.5,0.00052588,177
0.39999998,52,40,37,43.555515,9,23,485.9837,485.9837,5.2608738,2.2809899,1.2460886,21.051001,35.412998,60.64122,65.454796,0.49054247,0.80158627,655.64001,0,643.79999,0.010220222,443
0.39999998,60,86,90,66.765114,21,9,1893.1832,315.53052,5.2620249,4.9410639,4.4155788,34.783001,40.227001,78.877556,20.478073,0.8201313,0.9969992,275,4,274,3.9605436,550
0.39999998,43,54,59,48.533607,11,39,771.79486,771.79486,5.2622952,2.0903425,1.9889406,17.048,37.849998,6.488265,90.689514,2.259702,5.5340514,168,29,167,29.192389,336
0.39999998,61,72,77,66.534286,2002,9,666.12939,666.12939,5.2626238,2.0902121,1.9886874,15.461,31.749001,2.8398027,26.980143,0.83008879,2.0836425,188.48001,1,187.24001,1.0048144,304
0.39999998,77,62,56,72.411491,17,41,440.46188,440.46185,5.2627449,2.8502235,3.118428,14.027,13.548,48.052868,45.299374,1.9844145,1.9955516,145,0,144,0.00186604,290
0.39999998,54,80,85,59.534748,18,44,1196.2972,398.76575,5.2628469,4.9402919,4.8386836,22.882,23.415001,50.724426,22.120985,0.50043821,0.51445794,364.56,0,363.32001,-0.001205737,588
0.39999998,84,61,54,80.159492,16,33,1575.7463,525.24884,5.2631397,4.3700151,4.9703207,32.727001,30.268999,23.467232,31.055466,0.68591452,0.66330904,293.25998,0,292.01999,-0.012501019,473
0.39999998,75,83,88,80.535805,16,39,240.35585,240.35583,5.2633576,1.5199423,1.4181433,14.352,15.754,37.667946,47.028008,0.90239668,1.0400876,72.540001,0,71.300003,0,117
0.39999998,64,71,76,69.535973,39,17,263.76184,263.76184,5.2634387,1.329929,1.2280997,18.922001,19.492001,63.095188,64.003212,2.7849607,2.7575538,84,22,83,22.021473,168
0.39999998,62,83,89,66.590767,17,2,928.72864,928.72864,5.2639818,3.9893756,4.2570877,21.125999,9.8570004,78.905563,7.8850074,2.9887173,1.2988353,145.5,0,144.5,0.002085068,291
0.39999998,38,76,80,44.772202,11,2002,2931.2878,2931.2878,5.2650213,7.2174444,6.6909127,18.743,21.292999,14.937885,21.924646,2.5085843,2.5820084,150,6,149,6.0449619,300
0.39999998,41,18,15,32.542824,11,37,808.86432,404.43216,5.2654963,4.3680592,3.3316562,8.5450001,24.868999,0.28065678,33.456944,0.25026926,0.79608613,306.89999,0,305.66,0.013539447,495
0.39999998,80,65,54,78.012756,21,2,1377.7504,459.25012,5.2670856,2.8478746,4.5590215,43.875999,13.651,60.011368,0.38675439,2.0690613,0.59673786,250.5,0,249.5,-0.009450614,501
0.39999998,50,76,80,56.777149,43,39,1379.3695,689.68469,5.2671123,4.9362912,4.409029,26.832001,29.785999,47.153061,54.79454,1.9799858,2.2027552,251,0,250,-0.004273805,502
0.39999998,66,54,50,59.218975,18,2,984.12927,492.06461,5.2687502,2.27758,1.7497461,41.306999,25.407,76.671303,4.1266317,1.3408834,0.73445469,228.16,0,226.92,-0.004806837,368
0.39999998,53,80,88,56.244057,22,2002,1503.0278,375.75696,5.2690606,5.1242533,6.0268698,26.591999,12.054,72.034081,0.51010174,0.94049954,0.36681712,272.5,0,271.5,0.009494231,545
0.5,42,37,33,35.217529,33,2,356.41617,356.41617,5.269361,0.94888163,0.42083457,37.450001,38.277,22.38125,8.053793,2.4105337,2.1904333,171.74001,0,170.5,0.004962858,277
0.39999998,63,58,39,62.424221,2001,39,669.35699,669.35699,5.2693772,0.94887871,4.4453492,34.326,14.74,91.469666,58.578976,1.7658674,0.95965743,174.84001,0,173.60001,0.001091908,282
0.39999998,56,65,70,61.548874,9,12,590.16589,590.16589,5.2696738,1.7078856,1.6037285,33.297001,16.797001,16.994911,1.5478356,2.1709096,0.94547546,281.47998,8,280.23999,8.0371552,454
0.39999998,71,64,58,66.398331,36,140,283.61163,283.61163,5.2699513,1.3282855,1.5936259,20.346001,8.2469997,35.17543,1.7579526,1.3309095,0.47665375,71.919998,0,70.68,-0.002652412,116
0.39999998,68,74,79,73.549515,36,11,114.49363,114.49363,5.2699833,1.1385236,1.034251,9.5299997,5.1040001,93.502647,16.361019,5.619761,2.7361364,14.700001,7,14.400001,7.020412,98
0.39999998,73,36,30,68.39753,2,2,7497.6411,7497.6406,5.27039,7.0203533,7.2855196,48.229,46.480999,21.845921,20.542048,2.8049521,2.6979308,327.97998,0,326.73999,-0.001531986,529
0.39999998,58,51,46,52.449089,41,14,486.48059,486.48059,5.2706575,1.3281076,1.2235833,35.630001,18.002001,56.300972,4.8986182,2.3140326,1.0325018,108.5,0,107.26,0,175
0.39999998,70,54,50,63.212566,17,22,1140.25,570.12494,5.2714577,3.0352137,2.5064352,34.042999,41.224998,5.7139592,78.532196,0.38528794,0.46657154,813,0,810,0.001676019,542
0.39999998,58,68,74,62.60458,2002,1,1273.3571,1273.3571,5.2715445,1.8969773,2.1616852,32.567001,26.752001,22.743973,11.913322,1.7451848,1.5528049,80.599998,0,79.360001,0.000910688,130
0.39999998,72,53,50,63.522583,22,19,416.99698,416.99698,5.2728639,3.6033549,2.5645614,10.484,15.622,79.577316,35.073299,0.23730922,0.36119884,576,0,573,-0.001253529,384
0.39999998,61,71,76,66.556511,44,22,613.11578,306.55789,5.2733622,1.8963234,1.7907909,30.862,31.014,8.1222878,56.278515,1.0094005,0.97501844,314.95999,0,313.72,-0.008688203,508
0.39999998,56,72,89,56.785576,19,41,1078.6576,269.6644,5.2737527,3.0338926,6.1084442,33.712002,16.673,86.469582,14.598272,0.54460907,0.27533811,282.10001,0,280.86002,0.027623026,455
0.39999998,73,53,50,64.516701,17,20,735.99768,367.99884,5.2750044,3.791466,2.7519789,17.579,24.219,5.7474351,41.737118,0.19895358,0.27410299,522,0,519,0.001241986,348
0.39999998,76,86,90,82.796242,20,16,499.12943,499.12943,5.275177,1.895671,1.3655956,23.843,33.098,61.376125,33.241341,1.499153,2.0810704,319.29999,0,318.06,-0.006605174,515
0.39999998,58,33,30,49.512604,43,3,2400.1875,800.06244,5.276495,4.7379937,3.6980238,49.945,29.332001,42.058178,2.8260734,1.0812455,0.56101638,323.01999,0,321.78,0.020927923,521
0.39999998,72,62,50,70.294403,22,33,416.06329,208.03165,5.2764983,1.8951963,3.8461878,19.875,10.416,31.895754,2.6047308,0.22493897,0.12259562,549,59.999996,546,60.315701,366
0.5,25,20,15,19.436426,14,14,783.52838,783.52838,5.276772,0.94754899,0.84074622,37.241001,41.903999,21.246288,26.860777,2.116703,2.3783889,44.02,0,42.779999,0.000536614,71
0.39999998,65,72,79,68.863541,36,16,665.51251,665.51251,5.2773371,1.3264265,1.9207526,47.667999,31.363001,55.915592,23.81971,3.1198542,1.9719807,265.35999,8,264.12,7.9741955,428
0.39999998,57,47,30,56.212463,44,140,678.20734,678.20734,5.2773938,1.8948747,4.9669333,34.910999,6.3610001,29.578695,0.45960927,2.2660761,0.3657153,194.68001,0,193.44,-0.010559058,314
0.39999998,85,69,55,83.750084,18,3,1484.1139,742.05688,5.2773943,3.0317993,5.4477801,45.301998,12.231,72.554245,1.6326475,3.3567727,0.80288726,160.5,0,159.5,-0.016499149,321
0.39999998,74,39,30,71.241707,43,23,1145.6708,229.13414,5.2778969,6.6314292,7.8140416,16.728001,13.27,14.599143,39.949272,0.21920803,0.16687296,317.44,0,316.20001,-0.001295515,512
0.39999998,56,45,37,52.742455,44,2,590.68988,590.68988,5.2783813,2.0839722,2.9824398,27.709,8.9329996,59.631893,3.1546657,1.7975929,0.51503152,150.04001,22,148.8,22.406931,242
0.39999998,58,73,78,63.567059,15,11,1751.8414,1751.8414,5.2784538,2.8417413,2.7343123,27.837,29.492001,36.120789,41.044483,3.6240757,3.9507427,48.48,0,48,-0.000262426,202
0.5,45,37,31,40.382759,44,43,414.43149,207.21574,5.2784691,1.5155909,1.7775531,27.149,23.351999,14.793164,63.896717,0.87522501,0.75085932,172.98001,0,171.74001,-0.001428339,279
0.39999998,65,55,50,59.432407,20,21,519.39355,173.13121,5.2787113,1.8944018,1.7868769,24.811001,26.304001,16.372591,27.730244,0.52000564,0.55129701,277.75998,0,276.51999,0.000251991,448
0.39999998,70,59,53,65.381325,16,17,1143.8862,571.94312,5.279253,2.0836282,2.3452797,49.674999,44.132999,68.345467,75.592552,3.5137873,3.1217709,190,6,189,6.0220895,380
0.39999998,57,52,46,52.381119,41,33,342.6488,342.6488,5.2793655,0.94708347,1.2086904,35.133999,27.767,58.036537,55.281986,2.280551,1.7977232,126.48,0,125.24,-0.004613267,204
0.39999998,62,54,50,55.192482,17,3,650.00916,650.00916,5.2799373,1.5151695,0.98343629,38.813,29.768,65.66082,12.44468,2.440407,1.7120786,139.5,0,138.25999,-0.002694197,225
0.39999998,79,59,50,76.237671,21,44,1954.4403,488.61008,5.2810135,3.7871518,4.9683022,46.681,37.667,31.562094,4.2080898,0.26416042,0.22239053,690,0,687,-0.002968009,460
0.39999998,58,72,78,62.622967,42,17,579.84357,579.84357,5.2815986,2.6507127,2.9114354,20.881001,18.013,53.914986,46.79813,3.0749724,2.5483181,194,4,193,3.9443817,388
0.39999998,40,32,18,38.746906,23,1,338.71216,338.71213,5.2816296,1.5146841,3.9281259,20.225,3.902,72.967163,0.1558647,1.2716675,0.22274655,258.53998,0,257.29999,0,417
0.39999998,77,59,53,72.376015,20,44,746.99219,746.99219,5.282155,3.4077001,3.6682026,19.823999,19.507999,36.815216,7.4181919,0.44872355,0.45973974,892.5,0,889.5,-0.010607115,595
0.39999998,37,19,15,30.183701,2001,23,121.5162,121.5162,5.2836423,3.4067409,2.8737185,1.7309999,3.823,1.2283299,58.12756,0.089049593,0.24037503,150.66,0,149.42,0.006218765,243
0.39999998,70,59,51,66.734818,16,2,527.37354,527.37354,5.2836523,2.0818932,2.978019,22.902,7.9759998,71.947235,5.3025832,1.4399866,0.46262544,93.619995,0,92.379997,0,151
0.39999998,61,85,90,66.578064,19,39,345.70242,345.70242,5.2837629,4.5422173,4.4328136,7.086,7.2880001,38.58456,15.949417,0.46223381,0.48167512,350.91998,7,349.67999,7.0292034,566
0.39999998,50,40,37,41.492481,9,1,502.85703,502.85703,5.2838125,1.8925729,0.85023481,26.181,26.799999,47.779686,8.7463169,1.692784,1.5315046,168.02,0,166.78,0.014003635,271
0.39999998,61,41,35,56.370449,14,2002,1238.2769,1238.2769,5.2851954,3.7841554,4.0434551,14.774,14.963,41.894508,46.466034,0.85037088,0.79743898,60.760002,14,59.52,14.034054,98
0.39999998,59,73,78,64.581482,17,21,1300.5541,325.13852,5.2854109,2.6488006,2.5387843,44.375999,46.299,16.318283,75.0476,0.69754654,0.7277742,341,0,339.76001,-0.007015653,550
0.39999998,80,58,50,76.730881,18,41,2099.6831,524.92078,5.2863674,4.1616478,5.0565686,47.293999,39.703999,97.932732,51.875431,0.77575356,0.65133393,357.12,22,355.88,22.37779,576
0.39999998,67,72,77,72.584061,16,41,351.98428,351.98425,5.2866545,0.94577771,0.83529943,33.627998,39.571999,47.358353,56.72274,2.1143947,2.5970547,105.4,0,104.16,0.00025839,170
0.39999998,24,33,41,27.269993,14,42,1237.5784,618.78918,5.2869697,1.7022984,2.5969522,32.728001,47.778,5.2131476,74.511726,2.0974834,3.4577734,199.5,0,198.5,0.013589313,399
0.39999998,30,55,60,35.585346,2,3,4858.1426,4858.1426,5.2872739,4.7283344,4.6176262,46.266998,47.367001,67.360573,71.139687,2.6701,2.7300503,152.52,10,151.28,10.005846,246
