Thickness,Temp1In,Temp1Out,Temp2In,Temp2Out,Fluid1,Fluid2,Q,Qr,Lmtd,Theta1,Theta2,m1,m2,dP1,dP2,V1In,V2In,A,M,Ae,Me,NP
0.39999998,56,22,15,40.239017,1,3,2256.7544,2256.7544,10.794342,3.1497984,2.338171,15.886,21.378,41.18803,65.293282,0.9135167,1.222412,37.820004,1,36.580002,0.99999851,61
0.5,41,27,21,23.357693,12,140,87.156487,43.578243,10.794503,1.2969564,0.21841605,1.516,9.0959997,0.40881652,10.946507,0.3797738,2.3250926,4.5360003,44,4.368,42.824039,54
0.39999998,42,70,75,61.922974,33,3,2169.6626,2169.6626,10.794697,2.5938663,1.2114307,39.631001,39.319,48.830673,17.403713,2.5909936,2.283061,287.67999,26.999998,286.44,27.58675,464
0.5,36,24,17,20.237907,35,1,358.60568,358.60568,10.794773,1.1116492,0.2999514,15.95,26.415001,12.205291,4.0936513,1.023167,1.4987268,155.62001,0,154.38,-0.007691998,251
0.39999998,64,54,47,48.237087,9,12,141.27841,141.27841,10.795092,0.92634696,0.1145972,7.191,27.663,20.613014,46.030228,1.0543112,3.4744754,23.039999,17,22.559999,16.512901,96
0.39999998,71,65,53,61.325539,17,22,193.80701,193.80701,10.795516,0.55578631,0.7712034,15.43,11.12,75.003021,47.419228,2.1828983,1.5731581,77.040001,0,76.559998,0.004523809,321
0.39999998,66,80,89,78.815353,18,2002,608.5697,608.5697,10.795542,1.2968316,0.9434123,21.386,15.138,71.459343,16.219749,1.4031603,0.81935483,63.860001,0,62.619999,-0.000427013,103
0.39999998,71,19,15,48.219112,2,14,3839.1892,3839.1892,10.795924,4.8166327,3.0770049,17.577,27.514,24.429916,55.990845,2.2981043,3.5448699,69,11,68,10.442294,138
0.39999998,61,66,76,72.633263,36,11,442.17963,442.17963,10.796049,0.46313238,0.31184903,44.692001,31.912001,43.99551,19.390766,6.5597668,4.2711382,53.239998,6,52.799999,5.9583058,242
0.5,73,56,50,55.352703,22,41,448.33511,448.33511,10.796299,1.5746137,0.49579057,12.598,43.068001,48.86507,43.405293,0.79211205,2.7929852,256.06,0,254.82001,0,413
0.39999998,67,85,90,86.927986,16,39,186.03209,186.03209,10.796358,1.6672288,0.28454167,4.9369998,29.437,40.586266,47.465176,0.69844258,4.3774576,35.039997,8,34.559998,7.9976382,146
0.39999998,45,72,78,62.64772,39,43,1434.8529,1434.8529,10.796451,2.5008218,1.4219747,27.070999,46.726002,6.193316,9.9726944,0.32543042,0.5635528,528.08002,0,524.40002,0,287
0.39999998,66,59,50,53.182522,16,44,210.26741,210.2674,10.796489,0.64835894,0.29477379,14.349,34.032001,96.519394,74.133873,2.029968,4.959733,34.079998,5,33.599998,5.0006609,142
0.39999998,70,75,84,82.818222,17,17,122.43251,122.4325,10.796821,0.4630993,0.10945611,11.697,49.488998,77.041626,71.574409,1.6547868,7.0012608,20.68,5,20.24,5.004261,94
0.39999998,52,74,79,71.929474,44,9,453.64859,453.64859,10.796851,2.037631,0.65486926,10.429,31.82,16.426117,75.685501,0.68332154,2.0905752,76.260002,0,75.020004,-0.003709863,123
0.39999998,69,56,48,54.81913,33,9,577.74811,577.74811,10.797178,1.2040182,0.63156593,22.495001,43.653999,15.291801,42.983414,1.4698699,2.8301458,193.44,11,192.2,10.754815,312
0.39999998,41,58,70,50.677917,12,43,993.0965,993.0965,10.797376,1.5744567,1.7895166,14.14,26.105,5.6342354,41.147636,0.79226977,1.7066914,103.54,0,102.3,-0.000774264,167
0.39999998,82,60,52,67.816666,18,44,1022.6462,1022.6462,10.798205,2.0373757,1.4647495,22.951,32.862,70.962334,78.380226,3.3933537,4.8282189,200,8,199,7.5580897,400
0.39999998,38,74,79,57.93446,43,20,1265.2332,1265.2332,10.798504,3.3337951,1.9507833,17.975,28.691,12.040168,77.996712,0.42398831,0.64943135,619.5,3,616.5,3.1725736,413
0.39999998,83,69,63,65.346573,20,21,103.86614,51.933067,10.798505,1.2964758,0.21730535,3.5439999,21.143999,63.063805,14.964291,0.25068671,1.4956319,28.82,0,28.379999,0.0185441,131
0.39999998,61,75,85,72.638443,20,44,901.29675,450.64838,10.798512,1.2964748,1.1447463,30.753,35.972,35.932674,9.8592253,0.96681315,1.1855272,183.52,7,182.28,6.8812551,296
0.39999998,45,51,66,52.466335,43,42,312.11115,312.11115,10.798694,0.55562276,1.2532687,26.951,11.734,72.58976,20.451988,1.7435457,0.76545942,63.240002,1,62,0.99254841,102
0.39999998,58,37,29,43.814468,14,1,2718.1157,2718.1157,10.799122,1.9446026,1.3718215,30.882,43.911999,24.526209,46.911663,1.775244,2.5117078,63.240002,21,62,20.693913,102
0.39999998,38,57,65,52.185677,2,43,490.93402,490.93402,10.799182,1.7593925,1.1866013,6.151,19.513,1.823825,31.997641,0.79938614,2.8624849,52.559998,0,52.079998,-0.009433326,219
0.39999998,71,40,34,53.344421,33,11,1397.8693,698.93457,10.799278,2.8705623,1.7912698,23.080999,17.558001,10.986649,0.61571306,0.75490808,0.51702958,253.58,0,252.34,0,409
0.39999998,59,43,32,48.398903,43,14,1033.1051,1033.1051,10.799321,1.4815747,1.5185124,33.291,15.023,72.913521,6.932116,2.1633244,0.86030006,97.339996,0,96.099998,-0.004084325,157
0.5,44,49,59,55.640823,43,9,271.15479,271.15479,10.799645,0.46297815,0.31104508,28.166,41.196999,14.998489,28.59087,1.8201077,2.677074,78.119995,10,76.879997,10.007585,126
0.39999998,53,70,75,72.940193,20,2002,60.28574,60.285736,10.800404,1.5740153,0.19071573,1.694,7.4460001,41.171799,49.065098,0.95860785,3.603056,11.400001,0,11.1,-0.001856426,76
0.5,38,28,20,23.809759,23,23,128.61852,128.61852,10.801085,0.92583293,0.35272005,6.1440001,16.127001,10.622267,44.005699,0.38631028,1.0140016,117.18,0,115.94,-0.002436238,189
0.39999998,42,73,78,61.942894,9,2002,1385.8972,1385.8972,10.801298,2.8700254,1.4865904,22.809999,22,67.772148,16.713474,3.3608787,2.6652017,123.5,0,122.5,-0.004647145,247
0.39999998,36,65,71,53.661861,44,2,1958.8293,1958.8293,10.801539,2.6848025,1.6051544,34.854,26.882999,91.815468,19.174496,5.1129527,3.514817,134,6,133,6.0519872,268
0.39999998,83,54,50,60.19973,21,22,943.22961,235.8074,10.801785,2.6847413,0.94426334,15.537,44.174999,8.4317904,46.982384,0.24422617,0.69438702,311.23999,44,310,44.545429,502
0.39999998,81,69,60,68.170166,21,21,389.97534,389.97534,10.801998,1.1109055,0.75635689,15.524,22.801001,23.439804,47.845833,0.97608733,1.4336362,248,8,246.75999,8.0163507,400
0.39999998,53,37,25,43.312695,3,14,2865.4424,2865.4424,10.802423,1.4811491,1.6952394,42.657001,37.279999,83.531746,69.499496,2.4511068,2.1309192,43.400002,4,42.16,4.0132151,70
0.39999998,39,56,61,58.946423,23,43,153.41902,76.709511,10.802467,1.5737145,0.19010262,4.3109999,37.966999,67.192444,28.772118,0.30494085,2.7786589,28.799999,9,28.32,8.8235693,120
0.5,57,64,72,71.193672,18,35,10.627188,10.627188,10.802514,0.64799732,0.074642606,0.764,6.5760002,64.902725,62.859787,0.44575033,3.8735728,3.0239999,34,2.8559999,34.704559,36
0.39999998,72,65,47,66.160286,41,39,419.03772,419.03772,10.802518,0.64799708,1.773687,30.014,11.175,69.566231,21.597509,1.964406,0.72905779,75.639999,4,74.400002,4.110611,122
0.39999998,45,75,80,64.946594,33,2002,1089.8245,1089.8245,10.802525,2.7771287,1.3935081,18.461,18.431999,73.167107,20.197046,2.7230608,2.235081,87.5,0,86.5,-0.006065957,175
0.39999998,62,79,87,76.193733,22,36,655.45612,655.45612,10.80254,1.573704,1.000345,18.417999,29.797001,43.89249,13.798609,1.1580505,1.9661553,283.95999,7,282.72,6.8292856,458
0.39999998,35,62,74,44.68877,35,140,2199.8667,2199.8667,10.803211,2.4992568,2.713196,42.179001,18.344999,63.860287,4.4447136,2.7454474,1.0649841,271.56,13,270.32001,12.661098,438
0.39999998,76,60,46,67.865044,44,37,399.25296,399.25296,10.803434,1.4810106,2.0238974,12.521,9.3249998,41.544319,37.575558,1.8478981,1.3701034,69,13,68,13.272306,138
0.39999998,43,20,15,23.050537,1,1,500.42734,500.42734,10.803474,2.1289446,0.74518037,5.2030001,14.827,8.176363,47.567284,0.6693908,1.8943522,11.52,1,11.04,0.98027998,48
0.39999998,60,45,37,45.803272,9,9,345.35626,345.35626,10.803787,1.388402,0.81483209,11.842,20.546,10.5491,24.855453,0.76994693,1.3253162,195.92001,9,194.68001,9.0662918,316
0.39999998,74,53,46,58.213825,39,14,1204.2499,1204.2498,10.804121,1.9437028,1.1304784,28.98,23.530001,33.755489,8.5429544,1.8988069,1.352738,142.60001,9,141.36,9.1279974,230
0.39999998,83,70,59,72.389374,17,35,400.2937,400.2937,10.804144,1.2032421,1.2392813,14.709,15.056,78.781258,89.755783,0.92484337,0.98562008,58.280003,13,57.040001,12.978524,94
0.39999998,74,61,53,59.802067,33,37,150.30287,150.30287,10.80429,1.2032257,0.62957096,5.8060002,11.294,17.514273,46.583698,3.4237497,6.6081266,27.6,0,27.300001,0.006495222,184
0.39999998,61,86,90,83.808823,17,23,426.89664,426.89664,10.804371,2.3138783,0.57302523,8.1569996,32.938,3.6691463,25.863836,0.51287967,2.0710104,158.10001,0,156.86,0,255
0.39999998,64,29,17,54.308735,14,2001,6601.6646,6601.6646,10.804553,3.2393751,3.4530568,44.987,45.370998,14.085143,39.231194,0.93341821,0.84026396,330,0,327,0.005166324,220
0.5,47,54,64,58.651516,12,35,515.97992,515.97992,10.804729,0.64786446,0.49501324,17.834999,48.922001,5.6968341,59.406124,0.99777782,3.1878741,59.52,31,58.279999,31.260387,96
0.39999998,63,40,34,45.328789,44,35,610.34753,610.34753,10.804903,2.1286633,1.0484859,13.671,28.297001,15.180678,59.589703,0.89034283,1.8248059,220.72,16,219.48,14.764669,356
0.39999998,56,83,89,73.672234,16,20,1443.793,1443.793,10.80527,2.4987807,1.4185454,25.544001,44.995998,9.2580996,58.920223,0.5781979,1.018501,540,14.999999,537,15.528872,360
0.39999998,70,47,38,57.161655,9,12,1548.9493,774.47467,10.805792,2.1284881,1.7732763,34.306,19.580999,20.899017,1.3792224,1.121428,0.54838997,163.68001,6,162.44,5.8104897,264
0.39999998,76,71,61,64.343842,36,1,466.41376,233.20686,10.806937,0.46266577,0.3094162,46.404999,33.411999,16.827274,6.0532928,3.4243157,2.1704154,28.380001,0,27.940001,-0.00199758,129
0.5,68,78,85,83.793922,18,19,121.89262,121.89262,10.807128,0.9253152,0.11160019,5.9970002,48.695999,60.147339,93.345589,0.39286903,3.1765366,37.200001,23,35.959999,23.125164,60
0.39999998,58,42,35,42.206001,33,35,312.20883,312.20883,10.807158,1.4805003,0.66678047,10.077,22.796,24.619602,59.381397,0.65446264,1.4674743,111.6,10,110.36,9.5791769,180
0.39999998,39,63,69,56.677544,33,23,641.95514,320.97757,10.80718,2.2207458,1.1402102,13.791,24.886,9.1165485,20.945738,0.44907904,0.78236634,195.3,0,194.06,0,315
0.39999998,67,82,88,84.677841,22,2001,221.28287,221.28287,10.807287,1.3879523,0.30739987,7.0469999,17.079,88.041061,64.370384,0.44308731,0.8786124,55.18,0,53.939999,0,89
0.5,53,65,74,65.841759,2001,42,613.45435,613.45435,10.807313,1.1103593,0.75488156,13.108,37.617001,2.142092,13.946157,0.67432815,2.4647143,127.72,3,126.48,3.0159514,206
0.39999998,46,69,74,65.961082,2,21,694.68768,231.56256,10.807324,2.1281862,0.74383974,7.1880002,41.279999,6.6650329,26.923985,0.31299502,1.9466416,84.959999,0,84.479996,0.012361388,354
0.39999998,40,58,69,50.617683,9,2001,1048.4814,1048.4813,10.807714,1.665477,1.7008514,30.129999,14.625,35.157814,5.6128049,1.9568284,0.75236875,210.18001,0,208.94,-0.002910463,339
0.39999998,60,73,83,71.65799,16,20,754.35052,754.35052,10.807808,1.2028341,1.0494275,27.719,31.771,29.508224,87.750526,1.7428604,1.9976341,208.32001,14,207.08,13.657612,336
0.39999998,57,62,77,64.481323,2001,1,796.57501,398.28748,10.808279,0.46260834,1.1582489,40.849998,15.229,12.866853,27.74295,2.3641741,0.9961763,20.68,1,20.24,0.98503608,94
0.39999998,74,55,50,54.035969,20,11,469.18121,469.18121,10.808301,1.7579081,0.3734138,11.796,28.246,59.113441,11.341332,0.74168551,1.6640217,149.42001,0,148.18001,-0.020060878,241
0.39999998,74,50,36,65.856766,39,140,493.58221,493.58221,10.808435,2.2204878,2.7623577,10.418,4.0549998,23.950069,1.3380599,1.5358518,0.52716994,80.160004,0,79.68,0.003260327,334
0.39999998,24,65,74,36.845306,37,35,2076.7095,1038.3549,10.808894,3.7931726,3.4374185,26.393,28.613001,10.981624,10.075072,0.30974045,0.33745694,589.5,0,586.5,0,393
0.39999998,44,58,72,52.144299,9,41,1156.1958,1156.1958,10.809078,1.2952076,1.8369467,42.580002,29.493999,90.827148,37.957954,2.7654085,1.9303721,218.24001,9,217,8.9407759,352
0.39999998,56,64,72,70.209511,16,43,143.62399,71.811996,10.809113,0.74011624,0.16564627,8.5760002,40.054001,0.86335021,9.9609737,0.60662788,2.9492109,35.199997,3,34.759998,3.0522473,160
0.39999998,65,83,88,84.968262,21,9,74.043571,74.043571,10.809702,1.6651708,0.28046456,1.965,11.908,15.73046,53.45475,1.1119624,7.0755534,20.4,0,20.1,0.00977262,136
0.39999998,62,71,80,74.849884,19,9,369.9407,369.9407,10.810934,0.8324905,0.47638029,20.462999,35.515999,90.530205,96.931572,1.3213437,2.3346701,69.439995,17,68.199997,17.171934,112
0.39999998,46,72,77,65.974274,9,15,651.38556,651.38556,10.811693,2.4048038,1.0197965,12.752,14.078,28.804152,9.409708,0.83461398,0.8163088,74.400002,2,73.160004,2.0615292,120
0.39999998,59,75,80,78.975616,43,2,187.35738,187.35738,10.812139,1.4798182,0.09474384,5.8850002,43.498001,7.7560663,91.50457,0.86805773,5.7093039,26.4,14.999999,25.92,14.938031,110
0.39999998,65,48,39,52.147202,33,43,745.65063,745.65057,10.812233,1.5722932,1.2159562,22.415001,29.500999,22.745836,25.433172,1.4614211,1.9097381,215.76001,0,214.52,0.010025091,348
0.39999998,72,79,87,86.218185,17,2,160.70824,160.70824,10.812726,0.6473853,0.072305039,10.967,48.876999,34.355011,62.214767,1.5515131,6.4348216,16.720001,0,16.280001,0,76
0.39999998,67,27,21,49.30621,35,12,1936.6095,968.30475,10.813024,3.6992428,2.6177886,25.125,16.653,53.381523,2.358192,1.8449044,1.0462347,210.5,0,209.5,-0.009255463,421
0.5,75,56,50,57.306187,20,2002,64.156441,64.156441,10.813031,1.7571391,0.6756835,1.613,2.257,61.098804,46.843426,0.91277122,1.0830394,20.58,0,20.299999,0.001022994,147
0.39999998,42,75,80,61.979877,37,2,1660.6823,1660.6823,10.81355,3.0517268,1.6664391,25.635,21.923,71.909775,15.977351,3.7812505,2.8774903,113.5,0,112.5,-0.002993652,227
0.39999998,54,67,73,71.695602,18,2002,233.276,233.276,10.813675,1.2021815,0.12062482,9.0299997,45.532001,32.077244,53.240875,1.3200476,5.5029087,35.639999,0,35.200001,-9.96E-05,162
0.39999998,25,37,71,26.718102,37,2001,908.91693,454.45847,10.814197,1.1096525,4.0947933,40.359001,5.263,26.879507,0.77499932,1.2952176,0.13537493,226.92001,11,225.68001,10.789662,366
0.39999998,61,72,80,75.22213,20,44,301.06027,301.06027,10.814369,1.0171652,0.44180757,13.074,31.146,46.29763,32.972485,0.82204109,2.047405,95.479996,0,94.239998,-0.002949033,154
0.39999998,84,79,58,79.384163,19,3,473.66486,473.66483,10.814421,0.46234563,1.9773748,45.889,5.2490001,88.374107,56.973328,6.7303076,0.68741018,54.719997,2,54.239998,2.0599093,228
0.39999998,50,67,72,69.982651,39,18,79.459824,79.459824,10.814468,1.5719682,0.18654169,2.381,19.450001,45.546421,73.99559,0.34966904,2.8539295,17.279999,0,16.799999,-0.001257485,72
0.39999998,63,68,77,75.858208,36,140,226.62511,226.62511,10.814643,0.46233612,0.10557836,22.833,48.015999,45.940815,77.948524,3.3550556,6.2834907,25.919998,34,25.439999,33.735001,108
0.39999998,55,39,33,37.299435,33,44,343.15567,343.15567,10.815459,1.4793639,0.39752677,11.13,42.235001,24.869122,92.881851,0.72164524,2.7113066,113.46,0,112.22,0,183
0.39999998,41,22,16,23.298618,2001,1,543.89398,543.89398,10.815753,1.7566969,0.67481369,7.3400002,17.778,7.5324388,14.829605,0.84959799,2.2715502,50.399998,21,49.919998,20.164232,210
0.39999998,72,56,50,54.29821,41,2,352.31335,352.31335,10.8159,1.4793036,0.39739737,11.119,19.51,15.88625,17.480597,1.6374032,2.5325935,48.959999,17,48.48,16.985214,204
0.39999998,49,55,65,60.676292,41,2002,378.84497,378.84497,10.816506,0.55470777,0.39973235,32.501999,22.410999,44.777554,14.74727,4.7415595,2.6983044,33.66,0,33.220001,-0.001520704,153
0.5,54,70,77,69.818817,41,33,278.23419,278.23419,10.816785,1.4791826,0.66389257,8.809,19.277,41.591129,10.877391,0.57591438,1.2651225,73.779999,0,72.540001,-0.001965169,119
0.39999998,54,60,70,65.677223,33,23,347.81927,347.81927,10.816949,0.55468506,0.39962995,29.601,38.436001,54.906017,86.867386,4.3303666,5.4375815,68.160004,18,67.68,18.069695,284
0.39999998,78,57,50,62.180145,21,39,423.61209,423.61209,10.817187,1.941355,1.1259993,9.6359997,17.785,33.971676,12.018734,0.60587329,1.1577479,230.64001,0,229.40001,-0.008459901,372
0.39999998,84,70,50,79.003075,20,43,1132.9147,566.45734,10.817631,1.2941836,2.681093,38.655998,19.709,62.78933,9.0730209,2.7343524,1.4567448,215,5,214,5.2336802,430
0.39999998,50,65,75,61.679199,43,18,781.98889,390.99445,10.817887,1.3865924,1.2313681,26.599001,29.127001,9.9665489,20.144464,0.86710554,0.95189613,157.48001,7,156.24001,6.9761539,254
0.39999998,42,54,77,45.955246,12,14,2367.5269,2367.5269,10.818109,1.1092513,2.8697026,47.783001,18.187,47.051064,7.3739905,6.0147381,2.3732684,60.48,0,60,0.009683625,252
0.39999998,78,55,50,58.005569,17,41,281.32996,281.32996,10.818369,2.1260138,0.7399978,5.8429999,18.031,74.156708,26.521292,0.36738458,1.1710482,85.559998,5,84.32,4.9272056,138
0.39999998,43,58,65,58.824116,39,44,270.66586,270.66586,10.81884,1.3864703,0.57084531,9.3109999,22.204,77.821472,18.56259,1.3606063,3.2572448,66.720001,9,66.239998,9.0624981,278
0.39999998,59,85,90,78.995872,17,41,624.56598,624.56598,10.818846,2.4032137,1.0171258,11.475,27.757999,20.412962,59.831402,1.6233804,4.12778,112,17,111,17.698477,224
0.39999998,41,26,19,25.175083,35,15,1201.026,1201.0259,10.819151,1.3864304,0.57075489,42.486,46.254002,87.955872,17.215921,2.73314,2.6288979,231.88,10,230.64,9.3813362,374
0.5,31,23,15,16.765774,42,14,24.815868,24.815868,10.819406,0.73941213,0.16320433,1.664,3.3329999,23.064802,13.304414,0.95795596,1.7015074,5.7400002,0,5.46,0,41
0.39999998,70,60,51,57.130348,18,3,448.47897,448.47897,10.81974,0.9242366,0.56658924,22.386999,17.391001,59.812183,6.1729708,1.4577595,1.0010674,75.639999,11,74.400002,10.845992,122
0.39999998,59,72,82,70.683105,22,16,639.34326,639.34326,10.819743,1.2015072,1.0459485,23.493,26.987,53.839474,75.787216,1.4771464,1.6968352,288.91998,4,287.67999,3.937465,466
0.39999998,45,27,20,29.173376,1,2,1775.4683,887.73413,10.819813,1.6636147,0.84783131,23.605,46.105999,7.7810316,26.82493,1.5196818,2.9606612,24.24,0,23.76,0,101
0.39999998,41,76,80,63.863121,11,1,3055.522,3055.522,10.820783,3.2345164,1.4912858,21.212,45.308998,17.460028,68.073456,1.2617946,2.6391864,50.84,2,49.599998,2.0506015,82
0.39999998,57,44,34,45.314114,33,2002,1229.8734,1229.8734,10.821064,1.2013606,1.0455638,48.817001,28.173,84.71582,10.228863,3.1687157,1.493677,171.12001,20,169.88,19.747871,276
0.5,69,61,52,56.125988,21,140,177.40311,88.701553,10.821682,0.73925662,0.3812705,10.593,10.541,32.805866,5.2951202,2.9972057,2.7270558,31.220001,0,30.940001,-0.006963253,223
0.39999998,52,26,19,36.168446,140,23,1319.1215,219.85358,10.821725,2.4025745,1.5864795,12.482,36.702999,16.668995,19.988815,0.1193705,0.38462308,319.91998,91,318.67999,87.944283,516
0.5,57,45,35,45.312168,33,140,17.851482,17.85148,10.821988,1.1088536,0.95289034,0.76700002,0.426,49.202454,5.0216322,0.86434108,0.42316201,2.2720001,0,2.2080002,-0.004444772,71
0.39999998,57,73,79,74.719093,22,11,467.95032,467.95032,10.822121,1.4784533,0.39557004,13.971,26.559999,73.058731,7.1243005,0.87844086,1.5820223,115.94,0,114.7,0.004668579,187
0.39999998,81,58,52,63.280716,19,2002,1050.9496,1050.9496,10.822188,2.1252632,1.0423692,22.622,23.893999,64.019424,10.976477,3.3106127,2.8745222,212.5,0,211.5,0.030412797,425
0.39999998,85,55,50,64.993629,16,23,886.63873,443.31937,10.822322,2.7720485,1.3854356,14.118,28.247999,7.5088887,50.95052,0.99864417,1.9981371,182.5,0,181.5,0.030355368,365
0.39999998,63,68,78,74.688904,41,17,269.95911,269.95911,10.822497,0.46200058,0.30594566,27.198999,38.946999,41.906231,66.092094,3.9965906,5.5098729,40.799999,0,40.32,0.001703657,170
0.5,67,57,47,55.31028,41,35,414.33881,414.33881,10.822886,0.92396802,0.76784325,20.989,25.700001,14.292986,23.969843,1.3699572,1.6666209,109.12,7,107.88,6.9612131,176
0.39999998,35,56,61,55.00901,43,42,530.22778,530.22778,10.823195,1.9402772,0.55353242,13.135,45.119999,53.919632,52.52581,0.85211968,2.9352527,127.72,0,126.48,0.003649861,206
0.5,83,78,68,71.307854,21,140,516.4314,516.4314,10.824038,0.46193483,0.30560258,49.339001,37.956001,95.628105,24.129808,3.1022401,2.1999145,62.620003,0,61.380001,-0.000228375,101
0.39999998,68,57,39,62.130733,140,37,1326.3789,1326.3789,10.824806,1.0161844,2.1368265,29.441,29.586,4.8156099,16.028879,1.7031339,1.9259034,246.14001,0,244.90001,-0.014705873,397
0.39999998,61,80,89,73.88118,18,14,1375.5114,1375.5114,10.824874,1.7552167,1.396674,35.778,21.625999,45.262325,5.6193967,2.3474362,1.2624285,165.54001,0,164.3,0.006778486,267
0.39999998,36,67,72,56.014435,35,2002,639.77277,639.77277,10.824991,2.8637435,1.4767277,10.632,10.231,64.249649,14.100646,1.5613949,1.2359121,57.5,0,56.5,0.00356635,115
0.5,47,55,65,58.694397,44,1,710.73883,710.73883,10.825107,0.73902273,0.58249801,45.806,27.000999,43.924557,11.403833,2.9699624,1.5596068,65.720001,12,64.480003,12.00273,106
0.39999998,39,46,56,50.694969,33,22,183.37485,30.562473,10.825378,0.64662868,0.49005499,13.695,16.511999,1.4917742,14.962144,0.33130926,0.3893283,105.12,247.00002,104.64,249.14847,438
0.39999998,72,61,42,66.580826,44,140,985.01538,985.01538,10.825727,1.0160981,2.2705936,45.039001,9.8190002,50.888546,1.2356349,2.947787,0.56756848,114.7,0,113.46,-0.008771658,185
0.39999998,52,46,37,39.116882,44,14,397.04028,198.52014,10.825736,0.5542348,0.19554165,34.229,44.719002,35.974354,19.799433,2.4925742,2.8715327,24.959999,12,24.48,12.127077,104
0.39999998,70,61,52,57.115639,41,11,714.19525,714.19525,10.82629,0.83130968,0.47252002,39.976002,33.922001,64.425087,16.855225,2.613549,2.0011086,89.279999,32,88.040001,32.450741,144
0.5,49,39,31,34.747746,42,2001,621.97803,621.97803,10.82691,0.92362458,0.34615099,32.436001,42.554001,14.7116,14.702709,2.0960383,2.1891487,136.40001,0,135.16,0.003816905,220
0.39999998,71,65,28,69.621681,14,35,1165.5039,1165.5039,10.827083,0.5541659,3.8442194,46.306999,14.489,13.677776,97.306488,2.6776371,0.94706446,176.08,3,174.84,3.0408425,284
0.39999998,83,54,50,60.116001,19,140,959.85535,959.85535,10.827089,2.6784668,0.93432325,16.415001,23.250999,95.914207,24.673822,2.4057512,3.0135713,197,0,196,-0.050828576,394
0.5,68,38,33,47.979176,33,37,98.069084,98.069084,10.827106,2.7708235,1.3834883,1.6799999,3.434,71.908844,69.8564,0.98742926,1.9960251,29.26,0,28.98,0.029637912,209
0.39999998,72,58,52,54.266541,21,35,90.443268,90.443268,10.827284,1.2930298,0.20933603,3.086,20.503,28.515265,56.440319,0.43657967,2.9898605,40.799999,0,40.32,-0.010439227,170
0.39999998,48,34,22,38.266083,1,2001,2740.3831,2740.3831,10.827465,1.2930081,1.5022984,46.872002,43.198002,40.450401,66.997772,2.6856914,2.2222788,106.02,0,104.78,0,171
0.39999998,49,76,80,71.88533,23,12,603.70935,603.70935,10.827492,2.4936523,0.74945056,10.681,17.825001,64.06282,23.230343,1.5110523,2.2662091,70,1,69,1.1164379,140
0.5,52,24,16,37.745674,35,140,129.6138,129.6138,10.827772,2.5859427,2.0083239,2.438,1.467,83.358772,94.580666,1.4202918,0.75326318,25.200001,0,24.92,0.001448913,180
0.39999998,71,57,50,55.151489,20,19,434.83691,434.83688,10.828299,1.2929085,0.47574317,14.837,43.083,48.218975,90.659103,0.93289149,2.7504838,221.96001,4,220.72,4.056273,358
0.39999998,40,73,78,60.026604,33,43,1412.8918,1412.8918,10.82902,3.0473673,1.6597437,21.879999,39.382,51.061432,79.706383,3.2238503,5.8184834,222.5,0,221.5,0,445
0.5,73,55,50,52.972347,18,33,58.422062,58.422062,10.829367,1.662147,0.27447101,1.623,10.126,49.606106,31.756687,0.95329851,5.9022522,18.200001,0,17.92,0.010361831,130
0.39999998,51,45,36,38.108612,39,12,371.1611,371.1611,10.829418,0.55404639,0.19471148,32.049999,42.813,34.796623,40.879707,4.6651864,5.3566742,43.34,0,42.900002,0,197
0.39999998,45,31,21,33.296444,1,11,454.30402,454.30402,10.829455,1.2927705,1.1354628,7.7680001,8.9770002,42.841629,55.376122,4.0008097,4.7167435,8.7000008,29,8.4000006,28.896856,58
0.39999998,47,68,75,62.852451,44,2001,1988.6316,994.3158,10.829826,1.9390893,1.1216753,48.316002,41.976002,18.874537,10.913073,1.5776664,1.079707,168.64,17,167.39999,17.016035,272
0.39999998,49,70,78,63.259594,1,2002,2683.0488,2683.0488,10.829965,1.9390645,1.3610761,30.606001,46.381001,30.475838,73.573158,1.7725511,2.4972668,54.560001,1,53.32,1.0097502,88
0.39999998,85,79,68,74.338028,17,23,359.61685,359.61685,10.830107,0.55401117,0.58522302,28.631001,27.104,49.066303,59.084297,4.050458,3.8344314,54.719997,0,54.239998,0.002212141,228
0.39999998,61,78,84,78.741547,16,140,1021.1564,1021.1564,10.83019,1.5696863,0.48553658,28.694,46.785,58.861988,80.575829,1.8041645,2.7335894,75.639999,0,74.400002,0.000462257,122
0.5,70,65,54,59.337841,18,21,498.40469,498.40469,10.830201,0.46167195,0.49286628,49.535,44.603001,52.198853,32.453823,3.225538,2.8044591,258.53998,0,257.29999,0.004872241,417
0.39999998,41,57,66,53.89386,9,42,901.26794,901.26794,10.830519,1.4773068,1.1177803,29.136999,37.835999,28.900356,26.910105,1.8912852,2.4682052,241.8,6,240.56,6.1457338,390
0.39999998,65,76,84,79.261711,19,12,788.80487,788.80487,10.830846,1.0156178,0.43748096,35.441002,39.799,85.882187,23.104095,2.2968035,2.2523174,86.18,0,84.940002,0.007496806,139
0.39999998,50,44,34,38.293301,15,140,607.66937,607.66937,10.830948,0.55396813,0.39639196,24.139,34.848999,36.812599,74.868393,3.1104181,4.4743638,9.0199995,0,8.5799999,6.72E-05,41
0.39999998,54,65,75,65.706924,16,3,1129.9777,1129.9777,10.831055,1.0155982,0.85800284,49.070999,28.804001,54.697987,7.4876871,3.0853891,1.6725067,126.48,8,125.24,7.8549647,204
